run,avg_f1,avg_roc_auc,avg_pr_auc
default_real,0.0335738,0.7370530000000001,0.11631659999999999
calibrated_weights,0.1192388,0.6056064,0.11375120000000001
learned_selector_in_sample,0.3166174,0.8226594,0.28051899999999996
meta_selected_previous,0.316926,0.825688,0.28534
lodo_calibrated_previous,0.13261320000000001,0.573374,0.113751
lodo_learned_selector,0.06554360000000001,0.5280659999999999,0.0815982
